rank,article_id,clicks
1665,N12020,19
1666,N46186,19
1667,N26038,19
1668,N46567,19
1669,N3590,19
1670,N61648,19
1671,N51424,19
1672,N29830,19
1673,N46690,19
1674,N41726,19
1675,N30631,19
1676,N36725,19
1677,N21611,19
1678,N49030,19
1679,N17468,19
1680,N29517,19
1681,N38306,19
1682,N47612,19
1683,N83,19
1684,N21,18
1685,N36707,18
1686,N10602,18
1687,N37108,18
1688,N31027,18
1689,N40003,18
1690,N34436,18
1691,N35256,18
1692,N27101,18
1693,N40683,18
1694,N18698,18
1695,N52312,18
1696,N55065,18
1697,N61117,18
1698,N26909,18
1699,N34008,18
1700,N13827,18
1701,N51951,18
1702,N61497,18
1703,N47433,18
1704,N53214,18
1705,N14329,18
1706,N61952,18
1707,N41511,18
1708,N27476,18
1709,N32207,18
1710,N55455,18
1711,N23326,18
1712,N53630,18
1713,N15134,18
1714,N19867,18
1715,N23391,18
1716,N34612,18
1717,N17289,18
1718,N29488,18
1719,N60009,18
1720,N22696,18
1721,N59030,18
1722,N52782,18
1723,N39587,18
1724,N49284,18
1725,N4162,18
1726,N24104,18
1727,N61349,18
1728,N42354,18
1729,N63748,18
1730,N47747,18
1731,N46393,18
1732,N64748,18
1733,N53749,18
1734,N24459,18
1735,N24550,17
1736,N37332,17
1737,N61588,17
1738,N16272,17
1739,N44563,17
1740,N41113,17
1741,N40530,17
1742,N5091,17
1743,N21903,17
1744,N40326,17
1745,N59170,17
1746,N38023,17
1747,N65236,17
1748,N6819,17
1749,N18644,17
1750,N23820,17
1751,N59194,17
1752,N50004,17
1753,N6866,17
1754,N16618,17
1755,N12767,17
1756,N4633,17
1757,N28152,17
1758,N20236,17
1759,N41826,17
1760,N38330,17
1761,N41627,17
1762,N22164,17
1763,N27258,17
1764,N37170,17
1765,N59796,17
1766,N12300,17
1767,N33144,17
1768,N50452,17
1769,N47114,17
1770,N59462,17
1771,N22978,17
1772,N19776,17
1773,N30689,17
1774,N50490,17
1775,N5597,17
1776,N11362,17
1777,N37833,17
1778,N63913,17
1779,N49001,17
1780,N20793,17
1781,N21309,17
1782,N54303,17
1783,N8476,17
1784,N52697,17
1785,N48698,17
1786,N1026,17
1787,N28357,17
1788,N36442,16
1789,N18314,16
1790,N614,16
1791,N24532,16
1792,N10541,16
1793,N65151,16
1794,N8012,16
1795,N24017,16
1796,N37185,16
1797,N38337,16
1798,N19043,16
1799,N2516,16
1800,N43908,16
1801,N57319,16
1802,N62838,16
1803,N37854,16
1804,N47631,16
1805,N24276,16
1806,N42853,16
1807,N36050,16
1808,N37660,16
1809,N44966,16
1810,N51797,16
1811,N19099,16
1812,N39005,16
1813,N28496,16
1814,N25881,16
1815,N43745,16
1816,N55505,16
1817,N1355,16
1818,N55897,16
1819,N49240,16
1820,N22999,16
1821,N37088,16
1822,N18377,16
1823,N10123,16
1824,N31668,16
1825,N11931,16
1826,N18340,16
1827,N4066,16
1828,N41617,16
1829,N31037,16
1830,N37115,16
1831,N43665,16
1832,N28773,16
1833,N40146,16
1834,N48937,16
1835,N35029,16
1836,N36904,16
1837,N59841,16
1838,N29069,16
1839,N40602,16
1840,N54055,16
1841,N46597,16
1842,N52102,16
1843,N43420,16
1844,N510,16
1845,N8114,16
1846,N53012,16
1847,N43388,16
1848,N50570,15
1849,N26932,15
1850,N51896,15
1851,N11162,15
1852,N47235,15
1853,N23002,15
1854,N1531,15
1855,N57359,15
1856,N51773,15
1857,N20015,15
1858,N5930,15
1859,N9997,15
1860,N42759,15
1861,N7129,15
1862,N29385,15
1863,N47851,15
1864,N52997,15
1865,N47087,15
1866,N63697,15
1867,N23936,15
1868,N57179,15
1869,N6219,15
1870,N60128,15
1871,N63650,15
1872,N61235,15
1873,N23536,15
1874,N37348,15
1875,N57998,15
1876,N43338,15
1877,N37814,15
1878,N58077,15
1879,N49777,15
1880,N34925,15
1881,N43587,15
1882,N48572,15
1883,N19376,15
1884,N11301,15
1885,N12083,15
1886,N18409,15
1887,N42144,15
1888,N57030,15
1889,N15283,15
1890,N41232,15
1891,N54038,15
1892,N43299,15
1893,N20770,15
1894,N55489,15
1895,N60059,15
1896,N45313,15
1897,N6113,15
1898,N51255,15
1899,N3792,15
1900,N34799,15
1901,N43377,15
1902,N31029,15
1903,N24455,15
1904,N5587,15
1905,N49872,15
1906,N7041,14
1907,N41697,14
1908,N2702,14
1909,N40065,14
1910,N19017,14
1911,N9944,14
1912,N21147,14
1913,N38788,14
1914,N3418,14
1915,N18059,14
1916,N52295,14
1917,N51633,14
1918,N509,14
1919,N27744,14
1920,N22617,14
1921,N19770,14
1922,N14547,14
1923,N3748,14
1924,N11093,14
1925,N45964,14
1926,N5154,14
1927,N11860,14
1928,N4807,14
1929,N20512,14
1930,N13087,14
1931,N54115,14
1932,N241,14
1933,N39149,14
1934,N59323,14
1935,N16914,14
1936,N61969,14
1937,N8643,14
1938,N31763,14
1939,N2871,14
1940,N3232,14
1941,N24732,14
1942,N61885,14
1943,N28745,14
1944,N54397,14
1945,N47096,14
1946,N54491,14
1947,N46779,14
1948,N47248,14
1949,N14652,14
1950,N45462,14
1951,N40431,14
1952,N63943,14
1953,N27441,14
1954,N28962,14
1955,N33979,14
1956,N35773,14
1957,N58030,14
1958,N26220,14
1959,N27063,14
1960,N20567,14
1961,N63273,14
1962,N51639,14
1963,N64902,14
1964,N43075,14
1965,N33985,14
1966,N26488,14
1967,N61352,14
1968,N43837,13
1969,N55712,13
1970,N3580,13
1971,N17081,13
1972,N1857,13
1973,N44742,13
1974,N51133,13
1975,N7800,13
1976,N24504,13
1977,N247,13
1978,N57780,13
1979,N56142,13
1980,N25985,13
1981,N26416,13
1982,N43301,13
1983,N53296,13
1984,N53622,13
1985,N61839,13
1986,N47132,13
1987,N22690,13
1988,N56249,13
1989,N41704,13
1990,N26106,13
1991,N1999,13
1992,N14846,13
1993,N20325,13
1994,N26539,13
1995,N7470,13
1996,N27936,13
1997,N58229,13
1998,N12682,13
1999,N15195,13
2000,N61828,13
2001,N51225,13
2002,N12606,13
2003,N23749,13
2004,N11784,13
2005,N9617,13
2006,N52445,13
2007,N16502,13
2008,N46307,13
2009,N17168,13
2010,N7036,13
2011,N7474,13
2012,N16568,13
2013,N5736,13
2014,N37242,13
2015,N52944,13
2016,N6051,13
2017,N6542,13
2018,N62001,13
2019,N31212,13
2020,N37320,13
2021,N22188,13
2022,N2389,13
2023,N21741,13
2024,N62633,13
2025,N17011,13
2026,N4615,13
2027,N55563,13
2028,N18145,13
2029,N45457,13
2030,N64412,13
2031,N59461,13
2032,N25491,13
2033,N35567,12
2034,N51607,12
2035,N39637,12
2036,N28837,12
2037,N39331,12
2038,N60449,12
2039,N26811,12
2040,N39369,12
2041,N50406,12
2042,N64044,12
2043,N28738,12
2044,N59022,12
2045,N3064,12
2046,N5783,12
2047,N19536,12
2048,N3465,12
2049,N10250,12
2050,N8538,12
2051,N39463,12
2052,N39389,12
2053,N41128,12
2054,N3865,12
2055,N15450,12
2056,N65036,12
2057,N30759,12
2058,N63293,12
2059,N49707,12
2060,N32234,12
2061,N53373,12
2062,N41787,12
2063,N14093,12
2064,N15093,12
2065,N14266,12
2066,N8074,12
2067,N29961,12
2068,N50135,12
2069,N58140,12
2070,N11483,12
2071,N59277,12
2072,N20815,12
2073,N46739,12
2074,N26577,12
2075,N6579,12
2076,N30836,12
2077,N21138,12
2078,N40451,12
2079,N57987,12
2080,N15596,12
2081,N23557,12
2082,N51156,12
2083,N33799,12
2084,N49633,12
2085,N50059,12
2086,N60826,12
2087,N26224,12
2088,N38566,12
2089,N11257,12
2090,N5001,12
2091,N37545,12
2092,N22371,12
2093,N63135,12
2094,N36332,12
2095,N4569,12
2096,N130,12
2097,N53960,12
2098,N10359,12
2099,N64945,12
2100,N19249,12
2101,N23060,12
2102,N27473,12
2103,N2552,12
2104,N7104,11
2105,N51220,11
2106,N54868,11
2107,N33590,11
2108,N52193,11
2109,N13056,11
2110,N8656,11
2111,N63759,11
2112,N38053,11
2113,N29447,11
2114,N46501,11
2115,N39399,11
2116,N40110,11
2117,N35514,11
2118,N36532,11
2119,N37800,11
2120,N12813,11
2121,N2787,11
2122,N6610,11
2123,N27714,11
2124,N881,11
2125,N28303,11
2126,N44341,11
2127,N21377,11
2128,N3652,11
2129,N25076,11
2130,N56738,11
2131,N29369,11
2132,N35388,11
2133,N57974,11
2134,N52203,11
2135,N15952,11
2136,N33150,11
2137,N49694,11
2138,N11366,11
2139,N54321,11
2140,N31062,11
2141,N32548,11
2142,N6207,11
2143,N20067,11
2144,N11949,11
2145,N38560,11
2146,N34492,11
2147,N64816,11
2148,N58152,11
2149,N43528,11
2150,N840,11
2151,N7272,11
2152,N4675,11
2153,N29196,11
2154,N15817,11
2155,N21571,11
2156,N21402,11
2157,N57344,11
2158,N39741,11
2159,N62873,11
2160,N17310,11
2161,N35282,11
2162,N34534,11
2163,N63319,11
2164,N50691,11
2165,N38239,11
2166,N35739,11
2167,N19250,11
2168,N57099,11
2169,N44761,11
2170,N46801,11
2171,N37888,11
2172,N17301,11
2173,N25347,11
2174,N52787,11
2175,N31688,11
2176,N52094,11
2177,N17952,11
2178,N31706,11
2179,N8711,11
2180,N815,11
2181,N31300,11
2182,N4610,11
2183,N25989,11
2184,N24898,11
2185,N32005,11
2186,N789,11
2187,N2476,10
2188,N52149,10
2189,N39537,10
2190,N14713,10
2191,N64117,10
2192,N43638,10
2193,N41140,10
2194,N36181,10
2195,N56300,10
2196,N38496,10
2197,N29679,10
2198,N16323,10
2199,N25108,10
2200,N30714,10
2201,N49222,10
2202,N61493,10
2203,N30172,10
2204,N37058,10
2205,N23935,10
2206,N18354,10
2207,N65028,10
2208,N54283,10
2209,N46156,10
2210,N43277,10
2211,N47858,10
2212,N16022,10
2213,N22191,10
2214,N44203,10
2215,N40342,10
2216,N6760,10
2217,N333,10
2218,N54794,10
2219,N46613,10
2220,N61065,10
2221,N51378,10
2222,N7301,10
2223,N2324,10
2224,N33312,10
2225,N33347,10
2226,N25315,10
2227,N15678,10
2228,N44746,10
2229,N25073,10
2230,N18649,10
2231,N57906,10
2232,N12162,10
2233,N3313,10
2234,N46489,10
2235,N27314,10
2236,N38550,10
2237,N25561,10
2238,N35161,10
2239,N31948,10
2240,N14535,10
2241,N20816,10
2242,N23295,10
2243,N46134,10
2244,N57689,10
2245,N37194,10
2246,N44628,10
2247,N53986,10
2248,N28568,10
2249,N10279,10
2250,N49853,10
2251,N1785,10
2252,N1767,10
2253,N28910,10
2254,N8438,10
2255,N21375,10
2256,N52446,10
2257,N33947,10
2258,N31041,10
2259,N34937,10
2260,N27577,10
2261,N10867,10
2262,N45873,10
2263,N9652,10
2264,N37774,10
2265,N64919,10
2266,N60910,10
2267,N57026,10
2268,N25428,10
2269,N40470,10
2270,N27037,10
2271,N61140,10
2272,N35541,10
2273,N38079,10
2274,N40387,10
2275,N12869,10
2276,N31002,10
2277,N39360,10
2278,N61429,9
2279,N54291,9
2280,N4975,9
2281,N35700,9
2282,N36683,9
2283,N60895,9
2284,N42264,9
2285,N20356,9
2286,N31869,9
2287,N42749,9
2288,N59501,9
2289,N4241,9
2290,N36401,9
2291,N56076,9
2292,N56800,9
2293,N38733,9
2294,N47934,9
2295,N22329,9
2296,N28110,9
2297,N357,9
2298,N4273,9
2299,N35786,9
2300,N37636,9
2301,N1410,9
2302,N32774,9
2303,N41188,9
2304,N25796,9
2305,N23394,9
2306,N11378,9
2307,N42365,9
2308,N37580,9
2309,N56573,9
2310,N16291,9
2311,N53697,9
2312,N15137,9
2313,N24193,9
2314,N7852,9
2315,N61373,9
2316,N48225,9
2317,N58885,9
2318,N54792,9
2319,N36938,9
2320,N43275,9
2321,N9639,9
2322,N1936,9
2323,N25148,9
2324,N53940,9
2325,N43030,9
2326,N61397,9
2327,N7873,9
2328,N56209,9
2329,N9923,9
2330,N27708,9
2331,N39184,9
2332,N2704,9
2333,N33069,9
2334,N46923,9
2335,N27192,9
2336,N26918,9
2337,N50372,9
2338,N48621,9
2339,N61949,9
2340,N13176,9
2341,N3102,9
2342,N49902,9
2343,N27540,9
2344,N9632,9
2345,N7715,9
2346,N31054,9
2347,N58574,9
2348,N44342,9
2349,N26977,9
2350,N7313,9
2351,N18531,9
2352,N13073,9
2353,N52442,9
2354,N28084,9
2355,N39985,9
2356,N10097,9
2357,N42039,9
2358,N14602,9
2359,N25635,9
2360,N43496,9
2361,N23575,9
2362,N41615,9
2363,N28938,9
2364,N20526,9
2365,N17843,8
2366,N38248,8
2367,N33291,8
2368,N12551,8
2369,N7245,8
2370,N45017,8
2371,N13684,8
2372,N15948,8
2373,N35850,8
2374,N8555,8
2375,N15477,8
2376,N30151,8
2377,N4819,8
2378,N45032,8
2379,N56301,8
2380,N5358,8
2381,N34601,8
2382,N31086,8
2383,N36626,8
2384,N14381,8
2385,N15108,8
2386,N10088,8
2387,N60161,8
2388,N13793,8
2389,N12430,8
2390,N24995,8
2391,N60619,8
2392,N22143,8
2393,N61688,8
2394,N10169,8
2395,N8468,8
2396,N29860,8
2397,N32139,8
2398,N2568,8
2399,N65167,8
2400,N22173,8
2401,N13979,8
2402,N4076,8
2403,N29749,8
2404,N51725,8
2405,N15784,8
2406,N3462,8
2407,N44578,8
2408,N26108,8
2409,N1573,8
2410,N59576,8
2411,N38900,8
2412,N25480,8
2413,N58133,8
2414,N26812,8
2415,N47840,8
2416,N17896,8
2417,N53443,8
2418,N28614,8
2419,N52857,8
2420,N46111,8
2421,N64258,8
2422,N30963,8
2423,N28987,8
2424,N18132,8
2425,N22193,8
2426,N313,8
2427,N57238,8
2428,N63601,8
2429,N47721,8
2430,N15053,8
2431,N7540,8
2432,N38691,8
2433,N19013,8
2434,N49364,8
2435,N16344,8
2436,N29536,8
2437,N33311,8
2438,N55950,8
2439,N44075,8
2440,N45499,8
2441,N14977,8
2442,N63516,8
2443,N39320,8
2444,N26703,8
2445,N3656,8
2446,N62667,8
2447,N48510,8
2448,N50097,8
2449,N25543,8
2450,N36249,8
2451,N7965,8
2452,N51169,8
2453,N37157,8
2454,N8045,8
2455,N22298,8
2456,N62172,8
2457,N6094,8
2458,N29945,8
2459,N31488,8
2460,N20133,8
2461,N21539,8
2462,N9464,8
2463,N60747,8
2464,N41921,8
2465,N15370,8
2466,N50978,8
2467,N12714,8
2468,N62402,8
2469,N45445,8
2470,N18726,8
2471,N31326,8
2472,N39112,8
2473,N26944,8
2474,N58283,8
2475,N48861,8
2476,N4689,8
2477,N62003,8
2478,N35964,8
2479,N34568,8
2480,N39983,8
2481,N28961,8
2482,N47161,8
2483,N21436,8
2484,N3737,8
2485,N57007,8
2486,N26896,8
2487,N17331,8
2488,N22318,8
2489,N59508,8
2490,N45190,8
2491,N54171,8
2492,N32174,8
2493,N47099,8
2494,N12245,8
2495,N39810,8
2496,N20834,8
2497,N46175,8
2498,N5415,8
2499,N59343,8
2500,N15931,8
2501,N17448,8
2502,N27516,8
2503,N15506,8
2504,N24458,8
2505,N47556,8
2506,N4905,7
2507,N50595,7
2508,N52289,7
2509,N3312,7
2510,N20240,7
2511,N40565,7
2512,N26728,7
2513,N44330,7
2514,N27807,7
2515,N10993,7
2516,N53302,7
2517,N38211,7
2518,N53018,7
2519,N64525,7
2520,N17499,7
2521,N56947,7
2522,N36330,7
2523,N2288,7
2524,N41133,7
2525,N20977,7
2526,N56966,7
2527,N56806,7
2528,N16280,7
2529,N33844,7
2530,N18032,7
2531,N6960,7
2532,N55572,7
2533,N57451,7
2534,N6814,7
2535,N25938,7
2536,N3727,7
2537,N1199,7
2538,N60197,7
2539,N26388,7
2540,N50387,7
2541,N35139,7
2542,N45261,7
2543,N37609,7
2544,N57138,7
2545,N60300,7
2546,N3045,7
2547,N35599,7
2548,N10072,7
2549,N15124,7
2550,N29017,7
2551,N14666,7
2552,N44834,7
2553,N55309,7
2554,N990,7
2555,N27417,7
2556,N28248,7
2557,N15422,7
2558,N38960,7
2559,N7547,7
2560,N20614,7
2561,N41925,7
2562,N13097,7
2563,N58552,7
2564,N56493,7
2565,N2864,7
2566,N23196,7
2567,N25366,7
2568,N21218,7
2569,N30253,7
2570,N9399,7
2571,N397,7
2572,N18650,7
2573,N43710,7
2574,N62275,7
2575,N2099,7
2576,N50381,7
2577,N63004,7
2578,N64282,7
2579,N54227,7
2580,N63841,7
2581,N11510,7
2582,N41889,7
2583,N39731,7
2584,N13520,7
2585,N34302,7
2586,N59298,7
2587,N29364,7
2588,N56774,7
2589,N14273,7
2590,N30222,7
2591,N26332,7
2592,N39700,7
2593,N5144,7
2594,N15117,7
2595,N9763,7
2596,N50404,7
2597,N16854,7
2598,N37007,7
2599,N1082,7
2600,N62533,7
2601,N15654,7
2602,N41040,7
2603,N40629,7
2604,N28414,7
2605,N46662,7
2606,N36888,7
2607,N17930,7
2608,N59644,7
2609,N30305,7
2610,N22740,7
2611,N4741,7
2612,N51808,7
2613,N43445,7
2614,N61371,7
2615,N4201,7
2616,N28947,7
2617,N9869,7
2618,N43671,7
2619,N38511,7
2620,N29857,7
2621,N24062,7
2622,N10073,7
2623,N61378,7
2624,N17416,7
2625,N179,7
2626,N39446,7
2627,N16710,7
2628,N20020,7
2629,N60577,7
2630,N29462,7
2631,N52606,7
2632,N44030,7
2633,N23485,7
2634,N10333,7
2635,N834,7
2636,N51718,7
2637,N22829,7
2638,N45023,7
2639,N17524,7
2640,N17645,7
2641,N59073,7
2642,N48350,7
2643,N59450,6
2644,N11930,6
2645,N15292,6
2646,N7456,6
2647,N24821,6
2648,N41606,6
2649,N8922,6
2650,N57939,6
2651,N46564,6
2652,N12769,6
2653,N27879,6
2654,N63449,6
2655,N4999,6
2656,N42336,6
2657,N48326,6
2658,N11513,6
2659,N52805,6
2660,N41443,6
2661,N63341,6
2662,N42753,6
2663,N63465,6
2664,N29121,6
2665,N28405,6
2666,N18571,6
2667,N28432,6
2668,N40789,6
2669,N11328,6
2670,N6645,6
2671,N35680,6
2672,N61541,6
2673,N53087,6
2674,N60772,6
2675,N10264,6
2676,N61274,6
2677,N57917,6
2678,N36446,6
2679,N5324,6
2680,N48231,6
2681,N18595,6
2682,N21758,6
2683,N57266,6
2684,N35249,6
2685,N26336,6
2686,N3401,6
2687,N25095,6
2688,N40676,6
2689,N36119,6
2690,N11827,6
2691,N51990,6
2692,N61652,6
2693,N12139,6
2694,N17650,6
2695,N36182,6
2696,N63086,6
2697,N15810,6
2698,N14097,6
2699,N55548,6
2700,N31113,6
2701,N28448,6
2702,N28943,6
2703,N31141,6
2704,N37619,6
2705,N8262,6
2706,N3469,6
2707,N50156,6
2708,N8657,6
2709,N61119,6
2710,N42459,6
2711,N62532,6
2712,N56471,6
2713,N5171,6
2714,N45294,6
2715,N64515,6
2716,N62284,6
2717,N21086,6
2718,N29800,6
2719,N61229,6
2720,N26712,6
2721,N5025,6
2722,N37027,6
2723,N60440,6
2724,N32853,6
2725,N4080,6
2726,N1294,6
2727,N696,6
2728,N31384,6
2729,N10804,6
2730,N54393,6
2731,N16543,6
2732,N62269,6
2733,N3322,6
2734,N51976,6
2735,N41858,6
2736,N8353,6
2737,N64885,6
2738,N48925,6
2739,N41770,6
2740,N27238,6
2741,N30713,6
2742,N1468,6
2743,N1985,6
2744,N4537,6
2745,N56294,6
2746,N625,6
2747,N37142,6
2748,N54702,6
2749,N64837,6
2750,N13689,6
2751,N27521,6
2752,N50822,6
2753,N18267,6
2754,N42117,6
2755,N13337,6
2756,N23623,6
2757,N19117,6
2758,N61730,6
2759,N64811,6
2760,N13825,6
2761,N39914,6
2762,N51002,6
2763,N17376,6
2764,N1965,6
2765,N47122,6
2766,N27393,6
2767,N57860,6
2768,N65045,6
2769,N11381,6
2770,N59876,6
2771,N27941,6
2772,N40664,6
2773,N26162,6
2774,N44749,6
2775,N18553,6
2776,N5009,6
2777,N43738,6
2778,N13698,6
2779,N31505,6
2780,N21914,6
2781,N57248,6
2782,N35907,6
2783,N32268,6
2784,N58836,6
2785,N12280,6
2786,N19520,6
2787,N25979,6
2788,N49505,6
2789,N54228,6
2790,N11534,6
2791,N46887,6
2792,N45171,6
2793,N64536,6
2794,N17070,6
2795,N26705,6
2796,N59009,6
2797,N51194,6
2798,N10056,6
2799,N64446,6
2800,N55380,6
2801,N3885,6
2802,N46396,6
2803,N17000,6
2804,N55492,6
2805,N21646,6
2806,N13876,6
2807,N7535,6
2808,N40094,6
2809,N14884,6
2810,N7443,6
2811,N20972,6
2812,N32195,6
2813,N31701,6
2814,N60444,6
2815,N6930,6
2816,N30691,6
2817,N62801,6
2818,N18245,6
2819,N55261,5
2820,N2021,5
2821,N26271,5
2822,N55059,5
2823,N51049,5
2824,N60961,5
2825,N5550,5
2826,N1012,5
2827,N11738,5
2828,N52678,5
2829,N33332,5
2830,N54156,5
2831,N29155,5
2832,N8399,5
2833,N5507,5
2834,N5448,5
2835,N48037,5
2836,N29870,5
2837,N57484,5
2838,N50245,5
2839,N51223,5
2840,N2782,5
2841,N59908,5
2842,N63817,5
2843,N8791,5
2844,N32841,5
2845,N55178,5
2846,N32407,5
2847,N24750,5
2848,N32237,5
2849,N36865,5
2850,N50888,5
2851,N64103,5
2852,N44832,5
2853,N46892,5
2854,N63599,5
2855,N42694,5
2856,N50165,5
2857,N15132,5
2858,N61517,5
2859,N24643,5
2860,N37279,5
2861,N6566,5
2862,N33008,5
2863,N25128,5
2864,N62268,5
2865,N60252,5
2866,N58166,5
2867,N50875,5
2868,N41893,5
2869,N42522,5
2870,N29398,5
2871,N47933,5
2872,N14464,5
2873,N11853,5
2874,N12354,5
2875,N30664,5
2876,N37764,5
2877,N43483,5
2878,N63899,5
2879,N42739,5
2880,N46224,5
2881,N10832,5
2882,N59392,5
2883,N38155,5
2884,N58875,5
2885,N2334,5
2886,N15795,5
2887,N26997,5
2888,N47624,5
2889,N46882,5
2890,N35232,5
2891,N42088,5
2892,N40578,5
2893,N16230,5
2894,N15095,5
2895,N9910,5
2896,N56278,5
2897,N29298,5
2898,N51520,5
2899,N6532,5
2900,N62155,5
2901,N20755,5
2902,N22891,5
2903,N52600,5
2904,N56116,5
2905,N3996,5
2906,N33201,5
2907,N17392,5
2908,N8622,5
2909,N39229,5
2910,N49529,5
2911,N51032,5
2912,N659,5
2913,N38027,5
2914,N7518,5
2915,N62853,5
2916,N24358,5
2917,N55217,5
2918,N20702,5
2919,N64502,5
2920,N36168,5
2921,N35921,5
2922,N34390,5
2923,N50021,5
2924,N17333,5
2925,N52525,5
2926,N24429,5
2927,N21535,5
2928,N7285,5
2929,N43570,5
2930,N22926,5
2931,N50070,5
2932,N6268,5
2933,N24054,5
2934,N48843,5
2935,N35652,5
2936,N16117,5
2937,N25911,5
2938,N16412,5
2939,N30098,5
2940,N53423,5
2941,N22684,5
2942,N43,5
2943,N16282,5
2944,N15811,5
2945,N46367,5
2946,N35803,5
2947,N64176,5
2948,N24014,5
2949,N11721,5
2950,N43522,5
2951,N11569,5
2952,N46263,5
2953,N3677,5
2954,N31503,5
2955,N43628,5
2956,N802,5
2957,N32947,5
2958,N11306,5
2959,N18153,5
2960,N43848,5
2961,N10635,5
2962,N52837,5
2963,N23818,5
2964,N34581,5
2965,N26142,5
2966,N31727,5
2967,N24171,5
2968,N28698,5
2969,N53483,5
2970,N12351,5
2971,N16043,5
2972,N40381,5
2973,N52667,5
2974,N6962,5
2975,N52253,5
2976,N60988,5
2977,N42410,5
2978,N42488,5
2979,N39844,5
2980,N47057,5
2981,N18851,5
2982,N41626,5
2983,N36741,5
2984,N16035,5
2985,N19491,5
2986,N43149,5
2987,N41506,5
2988,N57984,5
2989,N15756,5
2990,N53866,5
2991,N63311,5
2992,N35093,5
2993,N3083,5
2994,N16044,5
2995,N2355,5
2996,N44764,5
2997,N18862,5
2998,N34689,5
2999,N40268,5
3000,N14816,5
3001,N3338,5
3002,N28224,5
3003,N64560,5
3004,N50316,5
3005,N56819,5
3006,N57311,5
3007,N21369,5
3008,N39432,5
3009,N59161,5
3010,N17419,5
3011,N27041,5
3012,N22546,5
3013,N16835,5
3014,N52586,5
3015,N3148,5
3016,N44694,5
3017,N62726,5
3018,N61622,4
3019,N55268,4
3020,N806,4
3021,N23508,4
3022,N45159,4
3023,N60716,4
3024,N159,4
3025,N60231,4
3026,N18685,4
3027,N9187,4
3028,N44314,4
3029,N9773,4
3030,N60727,4
3031,N1495,4
3032,N16616,4
3033,N19904,4
3034,N19848,4
3035,N26702,4
3036,N42754,4
3037,N1477,4
3038,N32753,4
3039,N10263,4
3040,N52163,4
3041,N8639,4
3042,N58728,4
3043,N21304,4
3044,N14125,4
3045,N9738,4
3046,N39895,4
3047,N38615,4
3048,N11871,4
3049,N43568,4
3050,N8863,4
3051,N61983,4
3052,N16311,4
3053,N47873,4
3054,N31283,4
3055,N2553,4
3056,N60045,4
3057,N14710,4
3058,N3734,4
3059,N58143,4
3060,N57312,4
3061,N49498,4
3062,N47957,4
3063,N45459,4
3064,N47906,4
3065,N64263,4
3066,N2104,4
3067,N10565,4
3068,N13864,4
3069,N26469,4
3070,N29572,4
3071,N8519,4
3072,N59427,4
3073,N32381,4
3074,N28861,4
3075,N16826,4
3076,N4820,4
3077,N40403,4
3078,N30550,4
3079,N55669,4
3080,N28300,4
3081,N3992,4
3082,N60291,4
3083,N43322,4
3084,N32371,4
3085,N9746,4
3086,N2810,4
3087,N40887,4
3088,N24581,4
3089,N32785,4
3090,N42159,4
3091,N13854,4
3092,N37744,4
3093,N42062,4
3094,N28757,4
3095,N49953,4
3096,N56665,4
3097,N62416,4
3098,N23177,4
3099,N53627,4
3100,N31325,4
3101,N38488,4
3102,N30529,4
3103,N63529,4
3104,N56924,4
3105,N7136,4
3106,N57768,4
3107,N16485,4
3108,N3135,4
3109,N37989,4
3110,N47938,4
3111,N31053,4
3112,N9092,4
3113,N58748,4
3114,N39925,4
3115,N54993,4
3116,N6553,4
3117,N24928,4
3118,N50588,4
3119,N59031,4
3120,N63442,4
3121,N54911,4
3122,N10061,4
3123,N9325,4
3124,N65034,4
3125,N976,4
3126,N47219,4
3127,N29534,4
3128,N63328,4
3129,N29553,4
3130,N4661,4
3131,N41739,4
3132,N40705,4
3133,N64486,4
3134,N62967,4
3135,N52039,4
3136,N45777,4
3137,N4711,4
3138,N33135,4
3139,N903,4
3140,N52512,4
3141,N15973,4
3142,N28356,4
3143,N4573,4
3144,N59344,4
3145,N39898,4
3146,N21358,4
3147,N9961,4
3148,N61697,4
3149,N45612,4
3150,N36932,4
3151,N29989,4
3152,N15405,4
3153,N31025,4
3154,N25580,4
3155,N56568,4
3156,N23779,4
3157,N328,4
3158,N47923,4
3159,N34372,4
3160,N32103,4
3161,N34871,4
3162,N47101,4
3163,N977,4
3164,N21594,4
3165,N46847,4
3166,N2678,4
3167,N25758,4
3168,N2838,4
3169,N30455,4
3170,N20349,4
3171,N7964,4
3172,N30212,4
3173,N675,4
3174,N58617,4
3175,N7620,4
3176,N37596,4
3177,N28710,4
3178,N52330,4
3179,N60118,4
3180,N1925,4
3181,N13235,4
3182,N18771,4
3183,N44623,4
3184,N373,4
3185,N44183,4
3186,N52649,4
3187,N45723,4
3188,N25142,4
3189,N56479,4
3190,N44176,4
3191,N46725,4
3192,N20231,4
3193,N28281,4
3194,N45283,4
3195,N27740,4
3196,N24608,4
3197,N3925,4
3198,N17577,4
3199,N16549,4
3200,N64304,4
3201,N17694,4
3202,N40702,4
3203,N64840,4
3204,N56315,4
3205,N32412,4
3206,N16130,4
3207,N14169,4
3208,N5890,4
3209,N54333,4
3210,N17629,4
3211,N9887,4
3212,N58941,4
3213,N48327,4
3214,N63480,4
3215,N14075,4
3216,N8456,4
3217,N7025,4
3218,N7685,4
3219,N16788,4
3220,N2377,4
3221,N52520,4
